,CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer,Year_of_Birth
1967,1,5,5,1,2,1,1,4,113907,1,1970
1968,2,5,2,1,2,1,0,0,60959,0,1972
1969,5,1,2,2,2,1,2,1,67386,1,1966
1970,1,5,5,1,2,1,3,1,142941,0,1959
1971,2,1,5,1,2,1,0,1,73189,1,1948
1972,5,2,3,2,1,0,3,4,169550,1,1955
1973,2,5,5,2,2,1,2,0,114127,0,1936
1974,2,1,5,2,1,0,3,1,174602,1,1960
1975,1,1,3,1,1,1,1,0,84756,1,1965
1976,2,1,3,2,1,0,1,0,100064,1,1962
1977,2,3,2,1,2,0,2,0,32916,0,1977
1978,2,5,2,1,1,1,0,0,58491,0,1973
1979,3,2,1,1,2,0,1,0,32055,0,1974
1980,1,2,2,2,2,0,1,0,95086,1,1961
1981,1,3,2,2,2,1,2,1,33734,0,1949
1982,1,1,3,1,1,1,3,5,91511,1,1967
1983,2,5,5,2,2,1,3,3,158183,0,1941
1984,5,1,1,2,1,1,0,0,74697,1,1943
1985,2,4,2,1,1,1,2,0,78361,0,1954
1986,2,1,5,2,2,1,4,2,166892,1,1963
1987,5,2,3,1,2,1,4,4,98066,0,1952
1988,4,3,2,1,1,0,2,0,44139,0,1980
1989,2,2,3,2,1,0,1,0,128664,1,1957
1990,4,3,2,2,1,0,2,0,60665,0,1980
1991,3,2,3,1,2,1,4,4,147344,1,1946
1992,1,1,3,1,1,1,4,0,108551,1,1971
1993,1,1,3,1,1,0,1,0,79417,0,1965
1994,2,1,2,2,2,1,2,3,127615,1,1965
1995,2,2,3,2,2,0,2,1,102010,0,1949
1996,2,1,2,1,1,1,2,3,104428,0,1965
1997,2,1,3,1,2,1,1,0,67526,0,1958
1998,2,1,5,1,2,1,2,0,60906,0,1942
1999,2,2,3,1,2,1,2,1,75031,0,1948
2000,2,1,5,2,1,0,1,0,127851,0,1972
2001,2,5,5,1,2,1,3,4,166125,1,1942
2002,2,1,3,1,1,0,1,0,53462,0,1965
2003,2,1,3,2,2,1,1,0,97972,1,1958
2004,6,1,1,1,2,1,0,0,57629,0,1970
2005,2,2,3,2,1,0,2,3,126737,1,1960
2006,1,2,5,1,1,1,3,5,129980,1,1973
2007,6,5,1,2,2,1,0,0,72684,1,1962
2008,6,2,1,2,1,1,1,2,66944,1,1965
2009,3,2,1,2,1,1,0,2,52622,1,1970
2010,3,1,2,2,2,1,0,0,64498,1,1963
2011,1,3,3,2,1,1,2,0,90638,0,1957
2012,2,5,2,1,1,1,0,0,113957,1,1958
2013,3,2,4,2,1,0,0,1,16247,0,1968
2014,2,2,2,2,2,1,2,0,55112,0,1975
2015,2,1,3,2,1,0,1,0,92328,1,1963
2016,4,5,5,1,1,1,2,0,92036,0,1953
2017,2,5,5,2,2,0,2,0,123925,0,1953
2018,1,1,3,1,2,0,1,0,109154,0,1959
2019,2,4,1,2,1,0,2,1,22662,0,1957
2020,1,2,2,2,1,0,1,0,88887,1,1962
2021,6,2,1,2,1,0,1,0,42773,0,1973
2022,1,4,3,1,2,1,4,5,137822,1,1973
2023,1,1,3,1,1,0,1,0,97433,0,1964
2024,6,3,4,2,1,0,1,0,26849,0,1977
2025,2,2,3,1,2,1,2,0,82015,0,1973
2026,1,3,2,2,1,0,2,0,107387,1,1955
2027,6,1,4,2,1,1,0,0,25998,1,1958
2028,1,1,3,1,1,1,1,0,67669,0,1962
2029,3,1,5,1,2,1,4,4,141301,0,1944
2030,1,2,2,1,2,1,1,0,68735,0,1957
2031,2,3,3,2,1,1,2,1,84102,0,1951
2032,5,2,3,1,2,0,2,0,107801,0,1945
2033,3,1,1,1,2,1,0,0,61826,0,1943
2034,4,2,3,2,1,1,3,4,108681,1,1962
2035,6,1,2,1,2,1,2,1,62665,0,1966
2036,2,3,3,2,2,1,0,3,93274,1,1955
2037,5,1,2,1,2,1,0,0,55935,0,1965
2038,2,1,3,2,2,1,2,2,102035,1,1963
2039,6,3,4,1,1,0,1,0,15812,0,1976
2040,3,2,4,2,1,1,0,1,21844,0,1968
2041,2,2,2,2,2,1,1,0,38977,0,1976
2042,2,2,1,1,2,1,1,0,48859,0,1957
2043,4,4,4,2,2,0,2,0,14323,0,1954
2044,2,5,5,1,1,1,2,0,94565,1,1953
2045,2,2,3,1,1,1,2,1,63930,0,1949
2046,2,3,2,1,1,0,2,0,51230,0,1975
2047,3,2,1,2,1,1,2,2,68763,1,1971
2048,3,3,3,2,2,1,4,3,159720,0,1957
2049,5,4,4,1,1,0,2,0,23330,0,1972
2050,6,5,1,2,1,0,0,0,70640,1,1960
2051,2,5,3,1,1,1,0,0,94994,1,1972
2052,3,1,5,1,2,1,3,4,129525,1,1944
2053,2,5,3,2,2,1,0,0,124547,1,1966
2054,3,3,3,1,2,1,3,4,134119,1,1956
2055,1,1,1,2,1,0,0,0,25985,1,1980
2056,2,2,3,2,2,0,2,0,97835,0,1956
2057,1,4,3,2,2,1,4,5,157933,0,1971
2058,2,1,5,1,2,1,0,1,91011,1,1948
2059,6,5,4,2,1,0,0,0,41829,0,1976
2060,4,5,2,1,2,1,0,0,67090,0,1973
2061,3,2,5,2,1,0,4,5,163941,1,1949
2062,1,3,2,2,2,0,2,0,21190,0,1947
2063,2,1,5,2,1,0,3,0,132707,1,1968
2064,2,2,1,1,2,1,1,0,47004,0,1955
2065,2,4,1,1,2,0,2,0,13235,0,1954
2066,1,4,1,2,2,1,2,1,32327,0,1945
2067,2,3,3,1,1,1,2,3,101660,1,1961
2068,4,2,2,1,2,1,1,0,96559,0,1960
2069,1,4,3,1,2,1,4,5,130318,1,1972
2070,2,5,5,1,1,1,2,0,97613,0,1953
2071,2,2,2,1,1,0,2,0,88701,0,1978
2072,1,2,2,2,2,1,1,0,77012,1,1962
2073,1,1,3,1,1,1,1,2,90928,1,1968
2074,1,2,2,1,2,1,1,0,68157,0,1961
2075,6,3,4,2,1,0,1,0,51358,0,1971
2076,1,5,5,2,1,1,3,5,132639,1,1966
2077,3,3,4,2,1,1,2,3,26906,1,1963
2078,2,5,5,2,2,1,2,0,114588,0,1942
2079,2,1,2,1,1,0,0,2,88116,1,1968
2080,1,1,3,1,1,0,0,0,114183,1,1966
2081,2,5,2,1,1,1,0,0,114473,0,1958
2082,1,3,2,2,1,1,2,1,32558,1,1949
2083,1,1,3,2,1,0,4,0,88169,0,1974
2084,1,2,4,2,2,1,1,0,12966,0,1980
2085,3,2,4,1,1,0,0,1,17881,1,1968
2086,5,3,4,2,1,1,1,2,12289,1,1965
2087,3,2,3,2,1,0,0,4,160455,1,1958
2088,5,4,4,1,1,1,1,5,24825,0,1966
2089,2,1,5,1,1,0,3,0,97941,1,1968
2090,2,1,2,1,1,1,2,5,36674,1,1964
2091,2,5,3,1,1,1,0,0,100969,0,1970
2092,6,2,1,2,1,1,2,2,74663,1,1964
2093,3,4,4,1,1,1,1,3,13164,1,1967
2094,1,3,5,2,1,1,4,5,160500,1,1972
2095,2,3,3,1,2,0,2,0,69828,0,1974
2096,1,2,1,2,2,0,2,0,72469,0,1935
2097,4,5,3,2,2,1,0,0,107439,1,1969
2098,3,3,5,1,2,1,4,5,132087,0,1948
2099,2,4,1,1,2,0,2,0,16487,0,1956
2100,5,1,2,2,2,1,1,1,58711,1,1973
2101,4,2,3,2,1,1,2,4,127357,1,1962
2102,1,2,1,1,2,0,2,0,48265,0,1950
2103,2,5,2,1,1,1,0,0,115814,1,1958
2104,2,2,3,2,2,0,4,3,164943,1,1962
2105,2,1,2,1,2,1,1,0,45960,0,1953
2106,2,2,3,2,2,1,2,1,97542,0,1950
2107,6,1,5,1,1,1,3,4,109154,1,1953
2108,2,1,3,1,2,1,1,0,73500,0,1958
2109,1,1,5,2,2,1,4,1,159047,1,1959
2110,3,4,4,2,1,0,2,0,26413,1,1971
2111,4,1,5,2,2,1,0,3,125220,1,1963
2112,2,3,3,2,2,1,1,3,127887,1,1961
2113,2,5,5,1,1,1,2,0,65651,0,1936
2114,6,3,5,1,2,1,3,1,107332,0,1948
2115,2,1,5,2,2,1,2,0,100856,0,1943
2116,2,3,3,2,2,1,2,1,97050,1,1951
2117,2,1,2,2,1,1,2,4,98410,1,1964
2118,2,1,2,1,1,1,0,2,44560,0,1969
2119,3,5,1,2,1,1,0,0,84234,1,1961
2120,1,2,2,2,2,1,2,0,46347,0,1953
2121,1,3,2,2,2,1,2,0,38919,0,1944
2122,6,3,4,1,2,0,1,2,21634,1,1965
2123,1,5,5,1,1,1,1,0,89046,0,1943
2124,2,2,3,2,1,0,2,0,89663,0,1976
2125,3,3,4,1,1,1,1,0,23399,1,1971
2126,3,1,2,2,2,1,0,0,60618,1,1965
2127,1,3,5,1,2,1,2,5,98670,1,1973
2128,2,3,2,1,2,1,2,2,40337,1,1961
2129,6,2,3,2,2,1,3,4,142059,1,1957
2130,1,4,1,2,1,1,2,1,29577,0,1948
2131,1,1,3,2,1,0,1,2,116978,1,1967
2132,2,5,3,1,1,1,0,0,87590,0,1971
2133,2,2,2,2,2,1,2,0,86979,0,1978
2134,2,4,1,2,1,0,2,0,45982,1,1980
2135,1,2,4,2,2,1,1,0,14270,0,1978
2136,1,4,3,2,2,1,4,5,160070,1,1971
2137,2,1,5,1,2,1,1,1,97243,0,1950
2138,1,1,3,2,2,1,1,0,106375,1,1962
2139,2,2,3,1,1,0,3,2,115489,1,1961
2140,3,1,2,1,2,1,1,1,60611,0,1973
2141,2,4,2,2,2,0,2,0,86019,1,1954
2142,4,2,3,1,2,1,2,0,73957,1,1973
2143,2,2,3,2,1,1,2,0,108033,0,1973
2144,2,1,5,1,2,1,4,1,119029,0,1965
2145,1,3,4,1,1,1,2,0,32457,0,1977
2146,6,3,4,2,1,1,1,3,21281,1,1967
2147,2,3,3,2,2,1,1,1,98015,0,1954
2148,4,5,5,2,1,0,2,3,177094,1,1943
2149,5,1,5,2,2,1,1,5,165348,1,1953
2150,1,5,5,1,2,1,0,0,122484,0,1969
2151,5,4,4,1,1,0,2,0,24001,1,1973
2152,2,2,1,1,1,0,1,0,52928,0,1959
2153,2,2,2,2,2,1,1,0,60045,0,1974
2154,3,4,4,2,1,1,1,2,22627,1,1964
2155,2,5,5,1,2,1,2,0,93645,0,1953
2156,3,3,3,2,2,1,1,3,101799,1,1953
2157,3,1,1,2,2,1,0,0,64201,0,1959
2158,2,3,2,1,2,1,2,0,51308,0,1957
2159,2,1,2,1,1,1,2,5,89735,1,1964
2160,2,5,2,2,1,1,0,0,72766,1,1973
2161,2,1,2,2,2,1,1,0,62707,0,1953
2162,2,2,3,1,2,1,3,3,136291,0,1960
2163,2,2,2,2,1,1,1,0,52536,0,1975
2164,4,4,2,1,1,1,2,0,94367,0,1956
2165,6,3,4,1,1,1,1,0,28247,0,1978
2166,2,2,3,2,2,1,1,2,103252,0,1951
2167,2,1,5,1,2,1,2,0,87525,0,1945
2168,2,2,3,1,1,1,2,1,83787,1,1949
2169,2,2,3,2,2,1,0,2,112849,1,1964
2170,2,5,5,1,2,1,3,4,157661,0,1941
2171,4,5,3,1,2,1,0,0,94262,1,1966
2172,2,5,3,1,1,1,0,0,98621,1,1969
2173,1,1,3,2,1,0,1,0,97713,1,1964
2174,1,3,4,2,1,0,0,1,26952,1,1977
2175,6,4,2,2,2,0,2,0,115652,0,1947
2176,1,3,5,1,2,1,4,5,94731,1,1971
2177,2,2,1,1,2,1,1,0,37473,0,1958
2178,3,4,4,2,1,0,2,0,18563,0,1971
2179,6,1,5,2,2,0,2,0,116626,0,1944
2180,2,3,3,2,1,0,2,0,64873,0,1949
2181,1,4,1,1,2,1,2,1,21360,0,1945
2182,3,2,1,1,1,0,2,3,68012,1,1979
2183,1,1,3,2,2,1,1,3,102567,1,1965
2184,4,5,2,1,2,1,0,1,88488,0,1971
2185,5,3,5,1,2,1,3,5,132035,1,1949
2186,1,1,5,2,2,1,0,2,175636,1,1959
2187,4,1,5,2,1,1,1,4,132172,1,1968
2188,2,3,2,2,2,1,2,3,54745,0,1962
2189,2,5,5,2,1,1,2,0,107209,0,1941
2190,2,5,3,2,2,1,0,0,144392,1,1969
2191,2,3,3,2,1,0,3,3,121401,1,1960
2192,6,3,4,2,1,0,1,0,39936,1,1971
2193,2,3,2,1,1,1,2,0,45599,1,1975
2194,2,1,5,1,2,1,2,0,110304,0,1938
2195,4,3,3,1,1,1,2,1,93756,1,1951
2196,4,2,1,1,2,1,1,0,38744,0,1955
2197,5,2,3,2,2,1,1,2,127792,1,1954
2198,2,2,1,1,2,1,1,3,46523,0,1974
2199,3,3,4,2,1,0,1,0,40242,0,1971
2200,2,2,2,2,2,0,1,0,73579,1,1960
2201,5,1,1,2,2,1,0,0,63816,1,1967
2202,2,1,2,1,2,1,0,2,45489,1,1969
2203,5,2,4,1,1,0,1,1,26057,0,1968
2204,1,1,5,2,2,0,2,0,72379,0,1940
2205,1,1,3,2,1,1,2,0,134401,1,1975
2206,1,2,2,2,1,0,1,0,75198,1,1961
2207,2,5,2,2,2,1,0,0,102519,0,1959
2208,6,2,4,2,1,0,0,0,23274,0,1956
2209,2,3,3,1,2,1,0,3,79833,0,1955
2210,2,1,2,2,2,0,2,2,95687,0,1964
2211,2,1,3,2,2,1,2,2,86008,1,1963
2212,6,1,1,2,2,1,0,0,40691,0,1938
2213,1,2,2,2,2,1,3,4,80527,1,1960
2214,1,2,4,2,2,0,1,0,29906,0,1979
2215,2,1,3,1,2,1,1,0,64562,1,1958
2216,6,2,1,2,1,1,2,2,52953,1,1964
2217,2,5,3,2,1,1,0,0,123279,1,1969
2218,3,3,4,1,1,1,1,1,18179,0,1967
2219,2,5,3,2,2,1,0,0,116482,1,1969
2220,4,1,2,2,1,1,3,3,131753,1,1965
2221,6,1,1,2,2,1,0,0,53577,0,1967
2222,1,1,1,1,2,1,0,0,37907,0,1980
2223,5,5,1,2,1,1,0,0,63201,1,1958
2224,2,1,5,2,2,1,3,3,159767,1,1961
2225,1,1,3,2,2,1,2,2,98529,1,1963
2226,6,3,3,1,2,1,2,1,101163,0,1952
2227,3,2,5,1,2,0,3,5,137762,1,1950
2228,5,5,1,1,2,1,0,0,50168,1,1969
2229,2,2,3,1,2,1,2,0,40317,0,1952
2230,2,5,2,2,2,1,0,0,133387,0,1958
2231,2,1,2,1,1,1,2,3,99972,1,1965
2232,2,2,2,1,1,0,1,0,46024,1,1974
2233,2,1,3,2,1,0,1,0,75246,1,1965
2234,3,4,4,2,1,0,2,0,17717,1,1980
2235,1,1,3,2,2,1,1,0,133350,0,1958
2236,5,4,4,2,1,1,2,3,14179,1,1965
2237,3,3,4,2,2,0,1,0,10279,0,1976
2238,1,4,3,1,2,1,4,5,127553,1,1972
2239,1,5,5,2,2,1,0,0,130533,1,1966
2240,5,2,1,2,1,1,2,2,52658,1,1965
2241,2,1,3,2,1,1,2,2,115418,1,1963
2242,2,2,3,2,1,1,2,2,99960,1,1951
2243,2,1,5,2,1,0,4,2,175596,1,1965
2244,2,1,5,2,2,1,4,3,151796,0,1938
2245,2,2,3,1,2,1,2,0,90957,0,1976
2246,2,3,3,2,2,1,2,1,78967,0,1947
2247,2,5,3,2,2,1,0,2,123881,1,1963
2248,2,3,3,1,2,1,2,1,87178,1,1952
2249,2,4,1,1,2,1,2,1,32321,0,1957
2250,2,2,2,2,1,0,2,0,101419,0,1973
2251,5,4,3,1,2,1,4,4,122026,1,1955
2252,6,3,4,1,2,1,2,0,17314,0,1932
2253,2,3,2,2,1,1,2,2,61643,1,1962
2254,1,1,3,1,1,0,1,0,99725,0,1966
2255,6,2,1,2,2,0,1,0,56780,0,1979
2256,2,2,3,1,1,1,4,3,142705,1,1962
2257,2,2,3,1,2,0,2,0,53473,0,1935
2258,5,5,2,1,1,0,0,0,60183,1,1969
2259,2,3,2,1,2,1,2,0,61317,0,1975
2260,2,2,1,2,2,1,1,0,52856,0,1955
2261,2,5,2,2,1,1,0,0,104988,0,1959
2262,1,3,2,1,2,0,2,0,34535,0,1952
2263,3,2,3,2,1,0,4,4,164728,1,1946
2264,2,2,3,2,2,1,4,3,170669,1,1961
2265,2,5,3,2,2,1,0,0,110875,1,1966
2266,1,3,2,2,1,1,2,0,103727,0,1955
2267,3,4,4,1,1,1,2,0,22769,0,1971
2268,3,1,5,1,1,0,4,3,138418,1,1958
2269,2,1,2,2,2,1,1,2,95431,1,1968
2270,2,3,3,1,1,1,1,1,61296,0,1946
2271,2,5,5,1,2,1,2,0,88437,0,1937
2272,2,5,5,2,2,1,3,4,177184,0,1939
2273,3,1,2,2,2,1,0,0,64242,1,1963
2274,2,5,2,2,1,0,0,0,109280,1,1966
2275,6,4,4,2,2,0,2,0,17234,0,1975
2276,4,5,5,1,1,0,1,1,154212,1,1967
2277,6,2,1,2,1,1,0,2,66381,1,1963
2278,1,3,5,1,1,1,2,5,110922,1,1973
2279,2,1,3,1,1,0,1,0,50959,0,1964
2280,3,3,3,1,2,1,4,4,135416,0,1956
2281,2,2,3,2,2,1,3,4,117835,1,1961
2282,5,3,4,2,1,1,2,2,21497,0,1964
2283,2,1,5,1,2,1,0,1,83621,0,1948
2284,6,1,2,1,2,1,2,1,53750,0,1965
2285,2,1,2,1,1,1,1,2,41484,1,1967
2286,4,2,3,1,1,0,2,3,92335,0,1963
2287,6,3,4,1,1,1,2,4,17095,1,1979
2288,2,5,2,2,2,1,0,0,101125,1,1959
2289,6,1,2,2,2,1,1,0,55678,0,1962
2290,1,5,5,1,1,0,3,0,154433,0,1959
2291,5,3,4,2,1,1,1,3,21081,1,1964
2292,2,1,5,2,1,1,4,0,90234,1,1946
2293,4,3,3,2,2,1,2,0,65484,0,1974
2294,2,1,5,2,1,1,3,4,172413,1,1943
2295,6,2,1,2,1,1,1,0,46027,1,1962
2296,2,4,1,1,1,0,2,0,10391,0,1954
2297,1,1,3,2,1,1,4,5,91724,1,1967
2298,2,5,5,2,1,1,2,0,125901,0,1932
2299,5,2,1,2,1,1,1,2,56757,1,1971
2300,1,2,2,2,2,0,2,0,112150,0,1955
2301,2,2,2,2,1,0,1,0,60556,0,1978
2302,2,3,3,2,1,1,2,1,85836,0,1953
2303,5,1,1,2,2,1,0,0,64669,1,1967
2304,6,2,1,1,1,0,1,0,48822,0,1975
2305,2,5,5,2,2,1,2,0,105805,0,1937
2306,1,2,5,1,2,1,3,5,132210,1,1973
2307,5,5,1,2,1,0,0,0,81075,1,1961
2308,2,1,5,2,2,0,3,3,173028,1,1961
2309,2,3,3,2,2,0,4,3,172082,0,1960
2310,1,5,5,2,2,1,3,5,138325,1,1966
2311,2,5,3,1,2,1,2,4,110964,0,1958
2312,6,1,1,1,1,0,1,1,60597,0,1966
2313,1,3,4,2,1,0,2,0,15666,0,1977
2314,2,5,2,1,2,1,0,1,93561,1,1971
2315,1,5,5,1,1,0,3,0,158091,1,1966
2316,5,2,4,1,2,1,0,1,10181,0,1968
2317,4,2,1,2,2,1,1,0,57762,0,1955
2318,2,5,5,2,2,0,2,0,101774,0,1939
2319,3,2,1,1,1,1,2,2,55863,0,1970
2320,2,2,3,2,2,0,2,0,83104,0,1956
2321,3,2,1,1,1,0,1,0,48837,0,1977
2322,6,2,3,1,1,1,4,3,114730,1,1957
2323,4,2,3,1,2,1,2,3,103890,0,1963
2324,5,1,1,2,2,1,1,1,51353,0,1967
2325,3,4,4,2,1,0,2,0,14261,0,1972
2326,2,5,3,2,2,1,2,5,111165,1,1969
2327,2,2,3,1,1,1,2,0,73728,0,1974
2328,3,2,4,2,2,0,2,0,19145,0,1952
2329,4,3,3,1,1,1,2,1,80801,1,1951
2330,2,3,3,2,2,1,3,3,125899,1,1960
2331,5,5,1,2,1,0,0,0,76742,0,1969
2332,6,4,4,2,1,1,2,3,15399,0,1965
2333,2,1,5,2,2,1,2,0,109504,0,1942
2334,3,3,3,1,2,1,2,5,134198,1,1954
2335,2,1,5,2,1,1,2,0,113062,1,1942
2336,2,1,5,2,1,1,4,1,127103,1,1965
2337,5,2,4,1,2,1,0,0,18132,0,1941
2338,4,5,2,2,1,0,0,0,106551,1,1966
2339,6,1,1,1,1,0,0,0,63536,0,1967
2340,4,1,5,1,1,1,1,0,113458,0,1972
2341,2,1,5,1,1,0,3,0,122497,0,1968
2342,3,3,4,2,2,1,1,2,20897,0,1965
2343,2,3,3,1,1,1,0,3,74605,1,1955
2344,2,3,3,1,1,1,3,3,86647,1,1960
2345,3,2,3,2,2,0,1,2,123172,0,1953
2346,2,1,5,2,2,1,3,2,175884,1,1964
2347,2,1,5,2,1,0,4,2,170052,1,1962
2348,4,3,3,1,1,1,2,1,76759,1,1951
2349,3,5,1,1,2,1,0,0,33349,0,1961
2350,2,3,2,1,2,1,2,0,39030,0,1974
2351,1,3,2,1,1,1,2,0,63733,1,1956
2352,3,1,1,1,1,1,0,0,29066,0,1956
2353,2,5,5,2,2,1,0,1,183231,1,1967
2354,4,2,3,2,2,1,3,4,121279,1,1965
2355,2,1,3,2,2,1,1,0,89152,1,1958
2356,2,2,3,1,1,0,2,0,86963,1,1974
2357,6,3,3,1,2,1,2,1,71706,0,1945
2358,2,3,2,1,1,1,2,0,23245,0,1975
2359,2,3,2,2,1,0,2,0,53058,0,1975
2360,2,2,3,2,2,1,2,0,82485,0,1974
2361,2,3,3,1,2,1,3,0,38358,0,1946
2362,3,5,1,2,1,1,0,0,88644,0,1942
2363,2,1,3,1,1,0,1,0,66791,1,1968
2364,1,1,3,2,1,0,2,0,113098,1,1963
2365,2,5,2,2,2,1,0,0,91239,0,1959
2366,5,3,4,2,1,1,1,0,49517,1,1972
2367,6,5,2,1,1,1,0,0,61786,1,1970
2368,5,5,1,2,1,1,0,0,36064,0,1958
2369,4,1,2,2,1,0,1,2,92484,1,1967
2370,5,2,4,2,1,0,1,0,21256,0,1970
2371,2,3,2,1,2,1,2,0,39157,1,1976
2372,2,3,2,2,2,1,3,3,54479,1,1961
2373,2,5,5,1,1,0,2,0,95045,1,1953
2374,2,5,5,1,2,1,2,0,90048,0,1953
2375,1,1,3,1,1,0,0,0,113446,0,1966
2376,1,1,3,1,2,1,1,3,81189,1,1965
2377,1,3,2,2,1,1,2,0,79598,0,1957
2378,1,3,2,2,2,1,4,0,41626,0,1944
2379,5,4,4,1,2,1,2,0,11483,0,1975
2380,4,5,5,2,2,0,2,0,115373,0,1939
2381,2,3,2,2,1,1,3,4,54352,1,1968
2382,1,1,3,2,1,1,3,0,124630,0,1972
2383,4,1,3,1,1,0,1,0,82866,1,1958
2384,1,5,5,2,1,0,1,0,133994,1,1966
2385,5,3,4,2,1,1,1,0,45634,0,1972
2386,6,4,2,1,2,1,4,1,88942,0,1948
2387,1,1,5,1,2,1,2,0,67275,0,1941
2388,2,1,2,2,2,1,1,0,74263,0,1953
2389,6,1,1,2,2,1,0,0,52510,0,1959
2390,4,4,2,2,2,1,2,0,86832,1,1954
2391,1,2,2,2,2,0,2,0,59433,0,1953
2392,3,1,5,2,1,0,3,3,166549,1,1957
2393,2,5,2,2,1,1,0,0,135514,0,1958
2394,6,3,5,1,2,0,3,1,107417,0,1949
2395,2,2,1,1,2,1,1,0,42834,0,1957
2396,1,1,3,2,1,1,2,2,95063,1,1963
2397,3,1,1,2,1,0,0,1,64018,1,1967
2398,6,2,4,1,1,1,0,0,21047,0,1956
2399,2,2,2,2,1,1,1,0,64465,1,1977
2400,1,3,2,2,1,0,2,0,12891,0,1947
2401,2,1,2,2,1,1,1,2,66625,0,1967
2402,3,4,4,2,1,1,2,0,20973,0,1971
2403,2,2,3,1,1,0,1,0,116910,1,1964
2404,2,3,3,2,1,0,2,1,100157,0,1952
2405,1,1,5,1,1,0,4,1,137672,1,1959
2406,4,1,2,1,1,0,1,4,108243,1,1965
2407,2,1,5,2,2,1,3,2,164853,1,1963
2408,4,1,3,2,2,0,1,0,60735,1,1964
2409,2,5,3,2,2,1,0,2,104936,1,1963
2410,3,2,4,2,1,1,1,0,18769,0,1970
2411,2,3,2,1,1,1,2,0,45158,0,1957
2412,1,3,2,2,1,0,2,0,86773,0,1956
2413,2,3,2,1,1,1,2,0,40640,0,1977
2414,1,1,3,2,2,0,4,0,121455,1,1971
2415,3,1,1,2,2,1,0,0,65586,0,1970
2416,1,1,3,2,2,1,2,3,99633,1,1964
2417,2,2,2,1,2,1,1,0,77175,0,1960
2418,6,3,5,2,2,1,4,1,121079,0,1948
2419,1,1,5,1,1,1,2,0,47368,0,1943
2420,1,1,3,2,2,1,3,0,127176,0,1973
2421,2,1,5,2,1,1,1,1,124993,0,1950
2422,1,2,2,2,1,1,1,0,98083,0,1961
2423,2,5,3,2,2,1,0,0,119762,0,1970
2424,4,2,3,1,2,1,1,1,78779,0,1947
2425,2,1,5,1,2,1,3,0,76294,0,1946
2426,2,2,3,1,2,1,3,4,104139,1,1961
2427,2,4,1,1,2,0,2,1,14955,0,1957
2428,4,2,2,2,2,1,1,0,92179,1,1961
2429,6,5,1,2,2,1,0,0,73693,0,1968
2430,2,1,5,2,1,0,2,0,84827,0,1943
2431,4,2,2,1,1,0,1,0,75695,1,1973
2432,1,1,3,1,1,1,4,0,115437,1,1970
2433,1,1,1,1,2,1,0,0,26667,0,1978
2434,2,3,2,2,2,1,2,0,43666,0,1977
2435,5,1,2,1,2,1,0,1,46077,1,1973
2436,2,5,2,2,1,0,0,0,73691,1,1973
2437,4,5,2,2,2,1,0,0,88323,0,1972
2438,5,2,1,1,1,1,0,2,29020,0,1972
2439,2,3,3,2,1,1,0,1,82858,1,1954
2440,1,3,2,2,1,1,2,0,26209,1,1946
2441,5,2,1,2,1,1,0,3,54587,1,1963
2442,1,1,5,1,1,1,1,0,115729,1,1958
2443,1,3,5,1,2,1,2,5,101513,1,1973
2444,2,5,2,1,1,1,0,0,64308,0,1973
2445,1,1,3,1,1,0,1,2,74132,0,1968
2446,2,2,2,1,1,1,1,0,65536,0,1979
2447,6,2,4,1,1,0,0,1,21364,0,1961
2448,5,3,5,2,2,0,3,1,119579,0,1949
2449,6,2,1,2,1,1,1,2,43925,1,1971
2450,4,2,2,1,1,1,1,0,46516,0,1967
2451,2,1,5,1,2,1,2,0,79639,0,1946
2452,2,1,3,2,2,1,2,2,94140,1,1963
2453,6,3,4,1,1,0,1,0,24551,0,1978
2454,1,3,2,2,1,0,2,0,79583,1,1956
2455,5,4,3,2,2,1,0,5,109040,1,1947
2456,1,2,4,1,2,0,1,0,24393,0,1980
2457,3,1,2,1,2,1,0,0,43612,0,1965
2458,3,1,2,1,2,1,0,0,44385,0,1963
2459,2,2,3,2,1,1,2,0,89992,0,1974
2460,2,1,2,1,1,0,1,2,83781,1,1968
2461,5,2,1,1,1,1,0,2,31397,1,1972
2462,2,5,2,2,2,1,0,0,59080,0,1972
2463,3,3,3,2,2,1,4,4,162686,1,1954
2464,1,2,1,2,2,0,2,0,60516,0,1947
2465,6,1,1,2,2,1,0,0,69860,1,1960
2466,2,2,3,2,2,1,3,5,105471,1,1964
2467,2,1,3,1,2,1,1,0,84422,0,1958
2468,1,1,3,1,2,0,4,0,113759,0,1971
2469,2,1,5,2,2,1,2,0,106948,0,1946
2470,2,1,2,2,1,0,1,2,57413,1,1967
2471,6,1,2,2,2,1,1,0,84303,0,1962
2472,5,3,3,2,1,1,4,4,166161,1,1957
2473,3,1,1,1,2,1,0,0,63675,0,1970
2474,6,2,1,1,1,0,1,0,60473,1,1977
2475,6,1,4,2,2,1,0,0,31053,0,1958
2476,2,2,1,2,1,1,0,3,50771,1,1975
2477,3,4,3,2,2,1,4,5,155066,1,1947
2478,3,5,2,2,2,1,0,0,80377,0,1969
2479,4,3,2,2,2,1,2,0,58361,0,1975
2480,2,2,3,1,2,0,1,2,77100,0,1950
2481,3,1,1,2,1,0,0,0,59048,0,1943
